,time_elapsed,rt,subject,concept_group,filename,evalAttrUncs,img_id
80,2650702.0,19384.0,r0ud4l9vasg7h88,under tail color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 70}, {'label': 'White', 'x': 1, 'y': 69}]",6512
82,2667914.0,17219.0,r0ud4l9vasg7h88,belly pattern,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",6512
84,2680913.0,12999.0,r0ud4l9vasg7h88,breast pattern,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",6512
86,2694733.0,13817.0,r0ud4l9vasg7h88,breast color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 100}]",6512
88,2716905.0,22168.0,r0ud4l9vasg7h88,underparts color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 96}, {'label': 'Pink', 'x': 1, 'y': 4}]",6512
90,2729742.0,12833.0,r0ud4l9vasg7h88,eye color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",6512
92,2828583.0,98839.0,r0ud4l9vasg7h88,wing pattern,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Spotted', 'x': 0, 'y': 83}, {'label': 'Striped', 'x': 1, 'y': 50}]",6512
94,2854445.0,25857.0,r0ud4l9vasg7h88,tail pattern,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Spotted', 'x': 0, 'y': 92}]",6512
96,2894942.0,40494.00000000047,r0ud4l9vasg7h88,bill shape,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Curved (up or down)', 'x': 0, 'y': 77}, {'label': 'Hooked', 'x': 1, 'y': 91}]",6512
98,2908559.0,13614.0,r0ud4l9vasg7h88,belly color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 50}, {'label': 'White', 'x': 1, 'y': 50}]",6512
100,2925761.0,17199.0,r0ud4l9vasg7h88,leg color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 80}, {'label': 'White', 'x': 1, 'y': 50}]",6512
102,3007841.0,82076.0,r0ud4l9vasg7h88,nape color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 100}]",6512
104,3298923.0,291080.99999999953,r0ud4l9vasg7h88,wing shape,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 50}, {'label': 'Rounded-wings', 'x': 1, 'y': 50}]",6512
106,3399336.0,100410.0,r0ud4l9vasg7h88,back pattern,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Solid', 'x': 0, 'y': 87}]",6512
108,3430886.0,31547.0,r0ud4l9vasg7h88,crown color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Grey', 'x': 0, 'y': 100}]",6512
110,3639121.0,208231.99999999956,r0ud4l9vasg7h88,upper tail color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Black', 'x': 0, 'y': 79}, {'label': 'Grey', 'x': 1, 'y': 100}, {'label': 'White', 'x': 2, 'y': 76}]",6512
112,3867798.0,228675.0,r0ud4l9vasg7h88,shape,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Hummingbird-like', 'x': 0, 'y': 50}, {'label': 'Perching-like', 'x': 1, 'y': 50}]",6512
114,3904498.0,36696.0,r0ud4l9vasg7h88,throat color,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'White', 'x': 0, 'y': 100}]",6512
116,3919479.0,14977.999999999534,r0ud4l9vasg7h88,bill length,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 100}]",6512
118,3951184.0,31701.0,r0ud4l9vasg7h88,tail shape,112.Great_Grey_Shrike/Great_Grey_Shrike_0053_106792.jpg,"[{'label': 'Rounded tail', 'x': 0, 'y': 85}]",6512
6,301907.0,31693.80000019073,5f58rnqyrqhsjvv,size,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Very small (3 - 5 in)', 'x': 0, 'y': 43}]",6653
8,329474.0,27565.799999713898,5f58rnqyrqhsjvv,tail shape,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 50}, {'label': 'Pointed tail', 'x': 1, 'y': 50}]",6653
10,351939.0,22462.900000095367,5f58rnqyrqhsjvv,bill color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Grey', 'x': 1, 'y': 50}, {'label': 'White', 'x': 2, 'y': 50}]",6653
12,391147.0,39206.59999990463,5f58rnqyrqhsjvv,shape,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Swallow-like', 'x': 0, 'y': 100}]",6653
14,408051.0,16903.0,5f58rnqyrqhsjvv,throat color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",6653
16,452194.0,44141.09999990463,5f58rnqyrqhsjvv,primary color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Grey', 'x': 1, 'y': 70}, {'label': 'White', 'x': 2, 'y': 19}]",6653
18,465083.0,12887.400000095367,5f58rnqyrqhsjvv,forehead color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",6653
20,480754.0,15669.89999961853,5f58rnqyrqhsjvv,belly pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Solid', 'x': 0, 'y': 99}]",6653
22,502875.0,22118.5,5f58rnqyrqhsjvv,wing pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Striped', 'x': 1, 'y': 10}]",6653
24,524683.0,21807.099999904636,5f58rnqyrqhsjvv,head pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Capped', 'x': 0, 'y': 50}, {'label': 'Eyeline', 'x': 1, 'y': 50}]",6653
26,536859.0,12173.800000190737,5f58rnqyrqhsjvv,tail pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 50}, {'label': 'Striped', 'x': 1, 'y': 50}]",6653
28,559682.0,22821.700000286102,5f58rnqyrqhsjvv,wing shape,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 100}]",6653
30,589403.0,29718.799999713898,5f58rnqyrqhsjvv,bill shape,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'All-purpose', 'x': 0, 'y': 80}, {'label': 'Cone', 'x': 1, 'y': 20}]",6653
32,601691.0,12286.5,5f58rnqyrqhsjvv,breast color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'White', 'x': 0, 'y': 100}]",6653
34,668805.0,67111.30000019073,5f58rnqyrqhsjvv,back color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Brown', 'x': 1, 'y': 10}, {'label': 'Grey', 'x': 2, 'y': 70}]",6653
36,726811.0,58004.800000190735,5f58rnqyrqhsjvv,crown color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'White', 'x': 1, 'y': 50}]",6653
38,754507.0,27694.5,5f58rnqyrqhsjvv,upperparts color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Grey', 'x': 1, 'y': 70}, {'label': 'White', 'x': 2, 'y': 10}]",6653
40,771610.0,17101.599999904633,5f58rnqyrqhsjvv,under tail color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Grey', 'x': 1, 'y': 50}]",6653
42,779659.0,8046.89999961853,5f58rnqyrqhsjvv,back pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 50}, {'label': 'Striped', 'x': 1, 'y': 50}]",6653
44,801891.0,22229.80000019073,5f58rnqyrqhsjvv,underparts color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Grey', 'x': 1, 'y': 70}, {'label': 'White', 'x': 2, 'y': 10}]",6653
46,809370.0,7477.900000095367,5f58rnqyrqhsjvv,eye color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",6653
48,820554.0,11182.299999713898,5f58rnqyrqhsjvv,nape color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",6653
50,857588.0,37031.90000009537,5f58rnqyrqhsjvv,wing color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Brown', 'x': 1, 'y': 10}, {'label': 'Grey', 'x': 2, 'y': 60}, {'label': 'White', 'x': 3, 'y': 10}]",6653
52,869555.0,11965.400000095367,5f58rnqyrqhsjvv,upper tail color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Grey', 'x': 1, 'y': 50}]",6653
54,877451.0,7894.900000095367,5f58rnqyrqhsjvv,breast pattern,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}]",6653
56,889571.0,12118.400000095367,5f58rnqyrqhsjvv,belly color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'White', 'x': 0, 'y': 100}]",6653
58,904187.0,14614.5,5f58rnqyrqhsjvv,leg color,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Blue', 'x': 1, 'y': 50}]",6653
60,917507.0,13318.300000190737,5f58rnqyrqhsjvv,bill length,114.Black_throated_Sparrow/Black_Throated_Sparrow_0007_106999.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 100}]",6653
62,1044427.0,126918.0,5f58rnqyrqhsjvv,belly pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",1392
64,1055020.0,10591.900000095367,5f58rnqyrqhsjvv,bill length,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'About the same as head', 'x': 0, 'y': 100}]",1392
66,1078692.0,23670.099999904636,5f58rnqyrqhsjvv,breast color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Blue', 'x': 1, 'y': 10}, {'label': 'Green', 'x': 2, 'y': 80}]",1392
68,1090675.0,11981.199999809263,5f58rnqyrqhsjvv,back pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 0}]",1392
70,1118348.0,27670.199999809265,5f58rnqyrqhsjvv,primary color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 60}, {'label': 'Green', 'x': 1, 'y': 40}]",1392
72,1128092.0,9742.400000095367,5f58rnqyrqhsjvv,upper tail color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Green', 'x': 1, 'y': 50}]",1392
74,1136795.0,8701.800000190735,5f58rnqyrqhsjvv,crown color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1392
76,1143748.0,6951.400000095367,5f58rnqyrqhsjvv,back color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Green', 'x': 1, 'y': 50}]",1392
78,1151379.0,7629.5,5f58rnqyrqhsjvv,tail pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",1392
80,1183036.0,31656.0,5f58rnqyrqhsjvv,belly color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Blue', 'x': 1, 'y': 10}, {'label': 'Green', 'x': 2, 'y': 80}]",1392
82,1195884.0,12846.200000286102,5f58rnqyrqhsjvv,eye color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Red', 'x': 1, 'y': 50}]",1392
84,1226387.0,30501.0,5f58rnqyrqhsjvv,bill shape,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'All-purpose', 'x': 0, 'y': 20}, {'label': 'Needle', 'x': 1, 'y': 80}]",1392
86,1235379.0,8990.599999904633,5f58rnqyrqhsjvv,wing shape,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Broad-wings', 'x': 0, 'y': 50}, {'label': 'Rounded-wings', 'x': 1, 'y': 50}]",1392
88,1245243.0,9861.799999713898,5f58rnqyrqhsjvv,nape color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1392
90,1279820.0,34575.09999990463,5f58rnqyrqhsjvv,upperparts color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 60}, {'label': 'Blue', 'x': 1, 'y': 10}, {'label': 'Green', 'x': 2, 'y': 30}]",1392
92,1291179.0,11356.900000095367,5f58rnqyrqhsjvv,tail shape,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 100}]",1392
94,1310323.0,19142.799999713898,5f58rnqyrqhsjvv,throat color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'Blue', 'x': 1, 'y': 10}, {'label': 'Green', 'x': 2, 'y': 10}]",1392
96,1316755.0,6430.200000286102,5f58rnqyrqhsjvv,wing color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Green', 'x': 1, 'y': 50}]",1392
98,1358420.0,41662.90000009537,5f58rnqyrqhsjvv,bill color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 30}, {'label': 'Grey', 'x': 1, 'y': 50}, {'label': 'White', 'x': 2, 'y': 20}]",1392
100,1366971.0,8549.699999809265,5f58rnqyrqhsjvv,breast pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",1392
102,1418468.0,51494.90000009537,5f58rnqyrqhsjvv,shape,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Perching-like', 'x': 0, 'y': 50}, {'label': 'Upland-ground-like', 'x': 1, 'y': 50}]",1392
104,1429387.0,10918.0,5f58rnqyrqhsjvv,size,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Medium (9 - 16 in)', 'x': 0, 'y': 100}]",1392
106,1438819.0,9430.200000286102,5f58rnqyrqhsjvv,under tail color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Green', 'x': 1, 'y': 50}]",1392
108,1447811.0,8990.300000190735,5f58rnqyrqhsjvv,underparts color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 50}, {'label': 'Green', 'x': 1, 'y': 50}]",1392
110,1453900.0,6086.900000095367,5f58rnqyrqhsjvv,forehead color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1392
112,1462251.0,8350.0,5f58rnqyrqhsjvv,wing pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",1392
114,1469380.0,7127.0,5f58rnqyrqhsjvv,leg color,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",1392
116,1490612.0,21230.0,5f58rnqyrqhsjvv,head pattern,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778.jpg,"[{'label': 'Plain', 'x': 0, 'y': 100}]",1392
6,312149.0,78145.59999990463,t0utx7r6nd74ksf,breast pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 94}, {'label': 'Spotted', 'x': 1, 'y': 94}, {'label': 'Striped', 'x': 2, 'y': 19}]",6113
8,393614.0,81462.2999997139,t0utx7r6nd74ksf,underparts color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 44}, {'label': 'Brown', 'x': 1, 'y': 97}, {'label': 'Grey', 'x': 2, 'y': 43}, {'label': 'White', 'x': 3, 'y': 12}]",6113
10,424263.0,30644.599999904636,t0utx7r6nd74ksf,primary color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Brown', 'x': 0, 'y': 93}, {'label': 'Grey', 'x': 1, 'y': 26}]",6113
12,484764.0,60497.0,t0utx7r6nd74ksf,head pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Capped', 'x': 0, 'y': 61}, {'label': 'Masked', 'x': 1, 'y': 87}, {'label': 'Striped', 'x': 2, 'y': 19}]",6113
14,517580.0,32811.0,t0utx7r6nd74ksf,breast color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 20}, {'label': 'Brown', 'x': 1, 'y': 91}, {'label': 'Grey', 'x': 2, 'y': 33}, {'label': 'White', 'x': 3, 'y': 17}]",6113
16,545663.0,28079.5,t0utx7r6nd74ksf,upperparts color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 52}, {'label': 'Brown', 'x': 1, 'y': 92}, {'label': 'Grey', 'x': 2, 'y': 45}, {'label': 'White', 'x': 3, 'y': 3}]",6113
18,572346.0,26678.0,t0utx7r6nd74ksf,wing pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 95}, {'label': 'Spotted', 'x': 1, 'y': 15}, {'label': 'Striped', 'x': 2, 'y': 35}]",6113
20,585494.0,13143.900000095367,t0utx7r6nd74ksf,back pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 94}, {'label': 'Striped', 'x': 1, 'y': 20}]",6113
22,616911.0,31413.900000095367,t0utx7r6nd74ksf,size,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Very small (3 - 5 in)', 'x': 0, 'y': 87}]",6113
24,647013.0,30097.30000019073,t0utx7r6nd74ksf,forehead color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Brown', 'x': 1, 'y': 92}, {'label': 'Grey', 'x': 2, 'y': 11}]",6113
26,663646.0,16628.0,t0utx7r6nd74ksf,throat color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Brown', 'x': 0, 'y': 92}, {'label': 'Grey', 'x': 1, 'y': 12}, {'label': 'White', 'x': 2, 'y': 13}]",6113
28,697263.0,33612.7000002861,t0utx7r6nd74ksf,wing color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 21}, {'label': 'Brown', 'x': 1, 'y': 66}, {'label': 'Grey', 'x': 2, 'y': 53}]",6113
30,730313.0,33044.800000190735,t0utx7r6nd74ksf,crown color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Brown', 'x': 0, 'y': 91}, {'label': 'Grey', 'x': 1, 'y': 62}]",6113
32,761395.0,31077.60000038147,t0utx7r6nd74ksf,wing shape,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 14}, {'label': 'Rounded-wings', 'x': 1, 'y': 88}]",6113
34,777410.0,16011.0,t0utx7r6nd74ksf,back color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 66}, {'label': 'Brown', 'x': 1, 'y': 89}]",6113
36,797794.0,20379.5,t0utx7r6nd74ksf,shape,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Owl-like', 'x': 0, 'y': 98}]",6113
38,829526.0,31728.699999809265,t0utx7r6nd74ksf,tail pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 94}]",6113
40,857176.0,27646.89999961853,t0utx7r6nd74ksf,bill length,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 98}]",6113
42,878043.0,20863.599999904636,t0utx7r6nd74ksf,bill color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 12}, {'label': 'Grey', 'x': 1, 'y': 89}]",6113
44,897594.0,19546.5,t0utx7r6nd74ksf,tail shape,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 90}, {'label': 'Squared tail', 'x': 1, 'y': 19}]",6113
46,912193.0,14594.0,t0utx7r6nd74ksf,nape color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Brown', 'x': 0, 'y': 91}, {'label': 'Grey', 'x': 1, 'y': 34}]",6113
48,926676.0,14479.099999904633,t0utx7r6nd74ksf,under tail color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 25}, {'label': 'Brown', 'x': 1, 'y': 92}]",6113
50,960844.0,34163.40000009537,t0utx7r6nd74ksf,upper tail color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 22}, {'label': 'Brown', 'x': 1, 'y': 33}, {'label': 'Grey', 'x': 2, 'y': 89}]",6113
52,979593.0,18745.599999904636,t0utx7r6nd74ksf,belly pattern,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 87}, {'label': 'Spotted', 'x': 1, 'y': 55}]",6113
54,990276.0,10679.200000286102,t0utx7r6nd74ksf,leg color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Brown', 'x': 0, 'y': 94}]",6113
56,1005242.0,14962.599999904633,t0utx7r6nd74ksf,eye color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 99}]",6113
58,1036475.0,31229.400000095367,t0utx7r6nd74ksf,bill shape,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Cone', 'x': 0, 'y': 57}, {'label': 'Hooked', 'x': 1, 'y': 71}]",6113
60,1067292.0,30813.200000286102,t0utx7r6nd74ksf,belly color,105.Whip_poor_Will/Whip_Poor_Will_0025_796434.jpg,"[{'label': 'Black', 'x': 0, 'y': 24}, {'label': 'Brown', 'x': 1, 'y': 89}, {'label': 'Grey', 'x': 2, 'y': 38}, {'label': 'White', 'x': 3, 'y': 26}]",6113
62,1085558.0,18261.5,t0utx7r6nd74ksf,upperparts color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 98}]",6307
64,1107275.0,21713.400000095367,t0utx7r6nd74ksf,leg color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Brown', 'x': 0, 'y': 91}, {'label': 'Buff', 'x': 1, 'y': 88}]",6307
66,1155374.0,48095.90000009537,t0utx7r6nd74ksf,size,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Medium (9 - 16 in)', 'x': 0, 'y': 90}, {'label': 'Large (16 - 32 in)', 'x': 1, 'y': 13}]",6307
68,1166642.0,11263.60000038147,t0utx7r6nd74ksf,under tail color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 97}]",6307
70,1195790.0,29145.0,t0utx7r6nd74ksf,nape color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 31}, {'label': 'White', 'x': 1, 'y': 91}]",6307
72,1254058.0,58264.09999990463,t0utx7r6nd74ksf,shape,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Gull-like', 'x': 0, 'y': 77}, {'label': 'Hawk-like', 'x': 1, 'y': 91}, {'label': 'Long-legged-like', 'x': 2, 'y': 8}, {'label': 'Pigeon-like', 'x': 3, 'y': 50}]",6307
74,1263924.0,9861.300000190737,t0utx7r6nd74ksf,wing color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 97}]",6307
76,1275290.0,11362.299999713898,t0utx7r6nd74ksf,belly color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 99}]",6307
78,1285190.0,9895.800000190737,t0utx7r6nd74ksf,breast color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 99}]",6307
80,1303773.0,18578.900000095367,t0utx7r6nd74ksf,breast pattern,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Solid', 'x': 0, 'y': 98}]",6307
82,1317639.0,13862.5,t0utx7r6nd74ksf,throat color,108.White_necked_Raven/White_Necked_Raven_0019_797377.jpg,"[{'label': 'Black', 'x': 0, 'y': 98}]",6307
